date,description
"March 05, 2024 09:16 AM","Hand Pull AlarmOfficers were dispatched to Budge Hall to assist Provo Fire with a pulled fire alarm on the second floor. When the officers arrived, they found no evidence of smoke or fire. A witness stated before the alarm went off, they heard some individuals in the hall encouraging another individual to pull the alarm."
"March 05, 2024 09:16 AM",Welfare CheckAn officer was dispatched on a welfare check for an individual who was sleeping in their car in lot 19. The officer found the driver had arrived from out of state to attend a training at the BYU Conference Center in the morning.
"March 05, 2024 09:16 AM",FraudAn officer was assigned by the Dispatch Center to call the complainant about their lost BYU ID card. They suspected it was being used to illegally purchase food items on campus.
"March 05, 2024 09:16 AM",Gas SmellAn officer responded to Wymount Terrace on the report of an odor of gas. Provo Fire and EMS responded and could not detect any gas inside the residence. BYU housing arrived and checked the area as well. The residents had previously experienced a gas smell from their stove that had been replaced so they were being especially cautious.
"March 05, 2024 09:16 AM",.
"March 01, 2024 11:30 AM",SuspiciousAn officer was dispatched to the area of Lot 40 for a report of a suspicious individual possibly trying to break into a vehicle. The officer spoke with the individual who stated that they were fixing a vehicle's side mirror for someone they knew to help them out. The individual had the permission of the vehicle’s owner. The officer did not observe anything else suspicious in the area.
"March 01, 2024 11:30 AM",InformationA student asked for help and resources to stop being harassed by a person they were previously involved with. Resources and information were provided.
"March 01, 2024 11:30 AM",Traffic AccidentAn officer responded to a traffic accident in Lot 26. The complainant said that they had hit another car while parking. The officer took down both driver's information and completed a minor accident report.
"March 01, 2024 11:30 AM","SuspiciousOfficers responded to the report of a van with three suspicious individuals who were seen getting out of the van, walking around vehicles, and then getting back in the van. The complainant did not see them take anything. There was a report time delay of about 6 minutes. The van showed up on license plate readers at Heritage Halls 10 minutes later. Officers responded and checked the apartment complexes in the area but did not locate the vehicle. They requested that dispatch pull up the vehicle’s record on the license plate readers. They found information about the vehicle’s private record and learned that in the last year, the vehicle has only shown up on the records twice, both from that day. Dispatch flagged the plate so they will be notified if the vehicle returns to campus."
"March 01, 2024 11:30 AM",.
"February 29, 2024 08:54 AM","Bicycle TheftAn officer responded to Wyview Park on a bicycle theft report. The complainant said the lock had been cut, and their bike had been stolen from the bike rack near Building 27. The officers viewed surveillance footage but could not locate footage of the theft. This case will be referred to the Investigations Division for follow-up."
"February 29, 2024 08:54 AM","DCFS ReportA detective was assigned a child abuse and neglect report. There were concerns reported to the DCFS regarding a small child who resides with their parents at Wymount Terrace apartments. It has been reported that the child went to their class at church and started to cry stating that their parent had ""hit [them]."" It was reported that the child then stated that they do not feel loved when their parent “beats [them]."" The detective has been in contact with the caseworker with DCFS. At this time, the caseworker stated that the case had been investigated, resolved, and closed. The caseworker told the detective that they would not need any further assistance."
"February 29, 2024 08:54 AM",MedicalOfficers responded to the HRCB on a medical call. A female was having contractions and believed she was going into labor. BYU and Provo EMS responded and evaluated the patient. The patient denied ambulance transport and had their spouse pick them up.
"February 29, 2024 08:54 AM","MedicalAn officer responded to the JKB for a student who had given plasma about a half hour ago and had continued to bleed. BYU EMS arrived, treated the patient, and released the patient per protocol. The patient went back to class."
"February 29, 2024 08:54 AM","Traffic AccidentAn officer responded by telephone and contacted a complainant who advised they had parked in Lot #39 on 2/27/24 and upon returning to their vehicle, they found a note regarding damage to their vehicle with a number and no name. The complainant advised that they tried calling and had not made contact. The complainant contacted BYU Police for a report. The officer called the phone number and contacted the other party who advised that they would make contact and exchange information. The complainant texted back saying that they have now made contact."
"February 29, 2024 08:54 AM",SuspiciousA suspicious call occurred when an Uber Eats Delivery person was mistaken for an aggressive individual.
"February 29, 2024 08:54 AM",MedicalOfficers responded to a medical call at the JSB lobby. A patient complained of stroke-like symptoms and was taken to UVRMC.
"February 29, 2024 08:54 AM",Traffic StopAn officer observed a vehicle westbound on 820 North and checked the vehicle's license plate. The state system indicated that the vehicle did not have any insurance. The officer stopped the vehicle and confirmed that the vehicle did not have any insurance. The officer also found that the driver did not have a valid driver's license. The officer impounded the vehicle for no insurance and cited the driver for never obtaining a driver's license.
"February 29, 2024 08:54 AM",Agency AssistA BYU officer assisted Provo Police with an incident of garbage being thrown at cars on 900 East from an apartment complex.
"February 29, 2024 08:54 AM",.
"February 27, 2024 04:18 PM",SuspiciousOfficers responded to the trailhead parking lot on a report of a vehicle occupied by two people who were believed to be engaging in sexual activity. Officers contacted the occupants of the vehicle and determined their actions did not qualify as lewdness but had caused concern by others present in the parking lot. The couple was advised of the complaint and cautioned on the definition of lewdness. The couple apologized for causing concern and left the area.
"February 27, 2024 04:18 PM",Traffic AccidentAn officer responded to a traffic accident with injuries that occurred at 400 East 1230 North between a vehicle and a motor scooter.
"February 27, 2024 04:18 PM",Traffic StopAn officer observed a vehicle make a traffic violation when leaving the Y Trailhead. The officer stopped the vehicle and found that the driver was violating their learner's permit. The officer also found that the driver was illegally in possession of a vape device full of nicotine. The officer cited the driver for the three violations. The driver had their parents come and pick up their vehicle.
"February 27, 2024 04:18 PM",Found PropertyAn officer was given a lost wallet from the Smith Field House lost and found. The officer was able to contact the owner of the wallet through the identification inside the wallet. The officer met with the owner of the wallet outside of the Smith Field House and returned the wallet.
"February 27, 2024 04:18 PM",Criminal MischiefAn officer responded to West Campus for a vandalism complaint. The complainant stated a room had been spray painted and that the last time they knew the room had been free of vandalism was 2/21/24. The complainant advised that they are going to get the door keyed so it can be locked. The officer reviewed camera footage; the case is still under investigation.
"February 27, 2024 04:18 PM",TheftAn officer took a bicycle theft report by phone. The complainant reported that their bicycle was stolen from a Heritage bike rack sometime over the past two weeks. A security camera review shows an unidentified individual cutting the lock and taking the bike on 2/15/24 at 9:30 AM. Information was gathered and referred to Investigations.
"February 27, 2024 04:18 PM",.
"February 27, 2024 03:58 PM",Found PropertyAn officer was dispatched to meet with a complainant who found a wallet on BYU property. The complainant gave the wallet to the officer. The owner of the wallet called dispatch to report a lost wallet. The officer met with the owner and turned over the wallet and a pair of earbuds. The owner verified that nothing was taken from the wallet.
"February 27, 2024 03:58 PM","SuspiciousOfficers were dispatched to the Wilkinson Student Center after a caller reported observing an individual loading construction equipment into a pickup truck. Dispatch reported that the caller followed the individual to an area off campus. The officers responded to the area of 820 N Locus Lane, which is an active BYU construction site. The officers made contact with a contractor who was in a pickup truck matching the description given by the complainant. The officers confirmed that the contractor and their employee had taken their property from one job site to another. No theft had occurred."
"February 27, 2024 03:58 PM",TheftAn officer was assigned by the BYU Dispatch Center to call a student about their 2018 Specialized Mountain bike that was stolen from the bike rack west of Heritage Halls Building 4. The student stated that the last time they saw their bike was on 02/22/24 around 9:00 pm when it was locked to the bike rack. They noticed it was missing on 02/24/24 at about 5:00 p.m. The student said they registered the bike with the BYU Police Department about three weeks prior so they could get a bike permit. The theft is under investigation.
"February 27, 2024 03:58 PM",Found PropertyAn officer met with an individual at the BYU Police station who had found a laptop. The officer took the laptop and delivered it to lost and found in the Wilkinson Student Center.
"February 27, 2024 03:58 PM",SuspiciousAn officer responded to the parking lot west of the Richards Building to check on a vehicle with a reported broken window. Glass was reported to be in the travel lane of the parking lot. The officer took photos of the damage and completed a police report. The cause of the broken window may have been a metal lever inside the car pressing against the glass.
"February 27, 2024 03:58 PM","SuspiciousOfficers responded to the area of the Creamery on Ninth on a report of a suspicious individual. The individual had previously tried to enter the MTC, but the entrance doors were locked. They then went to the Creamery which was closed. The individual told a BYU Security Officer that they were waiting for the Creamery to open to get ice cream. Officers met with the individual inside the Music Building and the individual told them they were waiting for the Creamery to open to get ice cream. The individual didn't want to provide personal information, other than their first name, that they live in Provo, and are 20 years old. After getting ice cream, the individual left the area."
"February 27, 2024 03:58 PM","SuspiciousThe BYU Dispatch Center advised that an older individual was asleep in their vehicle on the first floor of the JFSB parking structure. The assigned officer checked on them and ensured they were safe. After speaking with the individual, they left the area."
"February 27, 2024 03:58 PM",SuspiciousA police officer was assigned to a report of suspicious activity at Heritage Halls involving a possible prank. The reporting party said that they and their roommate were recipients of the prank and that the group was laughing and talking about where they were going to pull the prank next. Video footage has been found of the group and attempts are being made to identify and contact the group. The officer is actively following up on this case.
"February 27, 2024 03:58 PM",SuspiciousA police officer was dispatched to the area of Heritage Halls when a student reported seeing an individual following a student and attempting to enter Heritage Building 12 behind them. The reporting party explained to the officer that the suspect made no verbal contact with the student and did not make entry into the building.
"February 27, 2024 03:58 PM","InformationAn officer was assigned by the Dispatch Center to call the Aquatics Director at the BYU Pool. The Director stated, a student employee, who wanted to remain anonymous, called stating that another employee looked sick because a resident of Budge Hall was cooking meth inside the Hall. When the officer spoke with the employee, the employee denied being sick or not feeling well. The employee said they had mentioned to a co-worker last semester, that they heard a student had kept drugs in a vent in Budge Hall. The employee did not want to provide additional information and said this information about the drugs was third or fourth-hand and that they never observed drugs or the use of drugs in Budge Hall."
"February 27, 2024 03:58 PM",SuspiciousA suspicious email was sent to a BYU Administrator. It appears the author of the email was asking for help and has some mental health challenges. Follow-up is being conducted to identify who sent the email and to do a risk assessment.
"February 27, 2024 03:58 PM","Welfare CheckOfficers were dispatched to Heritage Halls on a welfare check. The complainant reported that their friend sent them a text saying goodbye and telling them to have a good life. The complainant said their friend has bipolar disorder and was concerned they may be suicidal. Officers were not able to make contact with the friend at their apartment but were able to speak with them through text messages. The friend advised that they were fine and on their way to class. The friend was also texting their roommate to make dinner plans for that night. After determining the friend was not a threat to themselves, no further action was taken."
"February 27, 2024 03:58 PM","SuspiciousThe BYU Dispatch Center assigned an officer to call a complainant about a student who reported being touched by another. When the officer spoke with the complainant, the officer learned the complainant was a mental health counselor in Utah County. The complainant explained what one of their patients told him that on 02/21/24, she was walking on campus near the tennis courts when an adult male, who appeared to be a student, walked by her and said she had something on her pants. The man used his hand to wipe or pretend to wipe something off her butt. After doing this, the man held a tree leaf in his hand, implying that he had wiped the leaf off her clothing. The complainant said that his patient was not convinced there had been a leaf on her pants and felt that the man may have used the situation to touch her inappropriately. The complainant said he did not know the identity or description of the male suspect. The complainant said he was unable to provide the name of his patient because of confidentiality laws. He said his patient did not want contact from law enforcement and she only wanted him to report this incident in case someone else may have had a similar experience. An officer searched the BYU surveillance system video recordings of the reported incident on 02/21/24 from 8:00 a.m. to 12:00 p.m. but was not able to find relevant recordings. This report will be forwarded to the Detective Division with a request to review camera recordings and confirm whether video of the incident may exist."
"February 27, 2024 03:58 PM",InformationBYU Police Investigations was made aware of a student who has been able to use a device to create access cards to buildings in Helaman and Heritage Halls. The Investigations Division is investigating the case.
"February 27, 2024 03:58 PM",.
"February 25, 2024 10:36 AM",MedicalAn officer responded to West Campus on a medical assist for a student who was having a seizure. The patient was transported by Provo EMS for evaluation.
"February 25, 2024 10:36 AM","SuspiciousAn officer responded to the round-a-bout, near the WSC on a five-minute delayed report of a juvenile possibly selling chocolates or taking donations. The officer checked the area but the individual was no longer there. After further checking the area, the officer cleared."
"February 25, 2024 10:36 AM","TheftAn officer took a report of bicycle theft. The complainant locked their Trek bike to the bike rack south of the J. Reuben Clark Building that morning. A few hours later, a suspect was seen on surveillance footage cutting the cable lock that was securing the bike and stealing the bike. The suspect walked up to the location pushing another bike and left that bike behind when they took the complainant's bike. The officer impounded the bike the suspect left behind. At the time of this report, the suspect has not been identified. The case will be referred to investigations."
"February 25, 2024 10:36 AM",Accident – Property DamageAn officer was dispatched to a vehicle accident in Lot 33 south of the Risk Management Building. A BYU Grounds Vehicle collided with a parked vehicle while attempting to back into a parking stall. The officer responded to the scene and documented the incident. Both parties were provided with the case number. No injuries were reported.
"February 25, 2024 10:36 AM","Animal ProblemA BYU officer and Provo Animal Control Officer responded to the Missionary Training Center (MTC) on reports of an injured deer. After an assessment of the deer, the Provo Animal Control Officer determined the injury did not rise to the level of having the deer put down and the deer was left as it was."
"February 25, 2024 10:36 AM",Welfare CheckAn officer responded to Heritage 10 for a welfare check after a student was unable to be contacted. The reporting party made contact with the resident before the officer arrived and the welfare check was called off.
"February 25, 2024 10:36 AM","DisturbanceAn officer was dispatched to the library for a report of an individual disturbing students on the 3rd floor. Officers arrived and spoke with library security, who stated that several students had approached them and said this individual was making them uncomfortable. They were reportedly saying inappropriate things to the students. Library security requested that the individual leave the premises. Officers met with the individual, who stated that they were trying to make friends, but realized that they were being too loud for the library. Officers asked them to leave and they quickly left the building after apologizing that they had made some students feel uncomfortable."
"February 25, 2024 10:36 AM",Found PropertyAn officer was approached by a BYU Security student and was given a lost wallet. The security student was given the wallet by an individual in the Kimball Tower. The officer called the owner of the wallet and met with them at the BYU Police Department. The officer successfully identified the individual and gave them their wallet. The owner verified that nothing was missing from the wallet.
"February 25, 2024 10:36 AM",DrugsBYU officers responded to a suspicious call of someone possibly smoking marijuana in the women's bathroom in the MOA. Officers made contact with a 17 year old visiting student from a high school group. The Officer involved contacted a responsible teacher who questioned the student and went through their belongings to ensure they were not in possession of any marijuana. The students denied smoking Marijuana and no evidence was found to prove otherwise.
"February 25, 2024 10:36 AM",Lost PropertyOfficers were dispatched to the ASB for a missing golf cart believed to be stolen. Officers located the golf cart at the BYU mechanic shop getting repairs. The complainant was notified and stated that they would pick it up.
"February 25, 2024 10:36 AM","MedicalAn officer responded to the MOA for a student who had passed out inside the museum. When the officer arrived, the patient was awake and responsive. EMS arrived, treated, and then released the student according to EMS protocol. The student returned to class."
"February 25, 2024 10:36 AM","Accident – Property DamageBYU Police were dispatched to an accident in Lot 37. Officers responded and found there were no injuries, just vehicle damage. Officers facilitated the exchange of information and photographed the damage on both vehicles."
"February 21, 2024 08:00 PM","InformationAn officer was dispatched to call the complainant about a reported delayed fraud. The officer called the complainant, who stated that she had been scammed by a locksmith when she had been locked out of her car in Lot 22. The locksmith arrived and opened the vehicle for the complainant, and then charged her $500. The officer referred her to file a complaint with the Better Business Bureau as well as the Division of Consumer Protection."
"February 21, 2024 08:00 PM","DUIAn officer checked license plates at the Y-Trailhead and found a vehicle that showed it did not have insurance. The officer stopped the vehicle for a traffic violation as it left the trailhead. The officer verified that the vehicle did not have insurance and learned that the driver had a suspended license for no insurance. Officers also located alcohol in the passenger footwell of the vehicle. Both the driver and passenger admitted to drinking alcohol in their vehicle while parked at the trailhead. The driver submitted to field sobriety tests, which indicated that he was too impaired to drive. The officer arrested and booked the driver into Utah County Jail for DUI, no insurance, suspended license, drinking in a vehicle, and failure to signal. The officer cited the passenger for drinking in a vehicle. The vehicle was impounded for DUI and no insurance.Traffic AccidentAn officer was dispatched to call the complainant regarding a delayed traffic accident. The complainant stated that both parties had exchanged information at the time of the accident and were unsure if they needed a police report. The complainant stated that they had already filed a claim with the insurance company. The officer advised the complainant that a police report was not necessary as traffic accidents are a civil matter and that we were just there to facilitate the exchange of information. The officer answered further questions and the complainant stated that they understood and did not need any further help."
"February 21, 2024 08:00 PM","HarassmentAn Officer was dispatched to contact a female student by phone who was concerned about being harassed by a man she had dated and now won’t leave her alone. The Officer talked with the complainant and then met with her in person at the Police Department. The Officer determined that the facts of this case were borderline harassment and attempted contact with the male suspect. The Officer was not able to contact the suspect but left a message on his last known telephone number, requesting a callback and advising him to STOP any further contact with the complainant. The complainant was advised to follow up with this case if the suspect has any other direct or indirect contact with her. This report will be referred to investigations and BYU Police Victims Advocate."
"February 21, 2024 08:00 PM",Traffic AccidentAn Officer was dispatched to a BYU parking lot on a report of a hit-and-run accident report. The Officer met with the complainant who believed his vehicle was damaged while parked at that location sometime today. The Officer followed up by reviewing camera footage of the incident location and was able to view the complainant's vehicle from the time it arrived until the time of report and found no evidence to support the belief that the damage occurred at that location. The complainant was contacted and told of the Officer's findings. Case closed pending further investigative leads.
"February 21, 2024 08:00 PM",SuspiciousAn Officer took a report on a suspicious circumstance in Lot 22. A concerned person reported seeing a suspicious person remove food items concealed under their food handler's coat and put them into the trunk of a car. The complainant has observed this person doing the same thing over an extended period and decided to report it. Information was gathered and referred to the Investigations Division for follow-up.
"February 21, 2024 08:00 PM",Vehicle BurglaryAn Officer was dispatched on a Vehicle Burglary that occurred in a campus parking lot. The owner had left the vehicle unlocked and returned to find the laptop had been stolen. Officers are working on viewing camera footage to determine suspect information and will refer this case to investigations for follow-up.
"February 21, 2024 08:00 PM",SuspiciousOfficers were dispatched to the Snell building for a suspicious female. Reporting parties advised the female was talking to herself and acting strangely. Officers located the female who advised she had recently been discharged from the hospital for suicidal thoughts and mental issues. The female requested to be checked into the hospital again and stated she was still suicidal. Officers transported the female to UVRMC for a voluntary commitment.
"February 17, 2024 08:11 AM",Hazardous Conditions
"February 17, 2024 08:11 AM","A police officer responded to lot 2 after a concerned citizen reported that the push bar gate in lot 2 was damaged, and the bar was in the roadway causing a hazard. When the officer arrived, he found the bar had already been removed from the roadway and placed on the grass. The officer asked dispatch to notify the grounds department to have a work order placed for the gate to be fixed."
"February 17, 2024 08:11 AM",Disturbance
"February 17, 2024 08:11 AM","An officer responded to the Indoor Practice Field on a report of individuals trespassing there. When the officer arrived, he met with BYU extramural staff who had asked three individuals to leave the facility. The officer contacted the individuals and asked them to leave. The individuals did not leave. The officer explained that they would be arrested for trespassing if they refused to leave. The individuals complied with the officer and left the building."
"February 17, 2024 08:11 AM",Suspicious
"February 17, 2024 08:11 AM","An officer responded by phone to a delayed report of suspicious circumstances regarding a man who had visited the Former President’s Home earlier in the day. The complainant reported that a Caucasian man, about six feet tall, with a large nose and dark hair, wearing a white shirt and tie had visited the building, and made strange comments to the employees. The complainant reported that one of their employees had also seen the same man on the south side of the Joseph Smith building later in the day."
"February 17, 2024 08:11 AM",Traffic Accident
"February 17, 2024 08:11 AM","An officer was dispatched to Helaman Halls, to the west of the Taylor Building, to take a vehicle accident report. The officer took photos of both vehicles and attached them electronically to the report. The drivers exchanged contact, vehicle, and insurance information."
"February 17, 2024 08:11 AM",Harassment
"February 17, 2024 08:11 AM",An officer was dispatched to phone contact regarding a possible harassment incident. The officer called the complainant but received no answer. The officer left a voicemail and a text message requesting a call back.
"February 17, 2024 08:11 AM",.
"February 15, 2024 03:54 PM",Fire Alarm
"February 15, 2024 03:54 PM","An officer responded to Helaman Halls, Stover Hall on a fire alarm. The officer observed the odor of burnt incense or candles. No smoke or flames were present. The alarm was caused by someone activating a pull station inside the building."
"February 15, 2024 03:54 PM",Theft
"February 15, 2024 03:54 PM","An officer responded by telephone to a report of a bike theft in Heritage Halls. The officer contacted the complainant who reported that their red Fezzari brand bicycle had been stolen from the bike racks near Heritage Halls, building 15. The case is under investigation."
"February 15, 2024 03:54 PM",Suspicious
"February 15, 2024 03:54 PM","An officer responded to Lot 52 on a report of suspicious circumstances. It was reported that there was a car with bullet holes in it by the Foreign Language Student Residences. The officer located the vehicle, which did appear to have bullet holes in it. The officer contacted the owner and checked on their well-being. The owner stated that they were okay and that the vehicle had bullet holes in it at the time they purchased it."
"February 15, 2024 03:54 PM",Found Person
"February 15, 2024 03:54 PM","Officers were dispatched to a lost child at the WSC. Before the officers arrived, the child was reunited with their parents. No action was taken."
"February 15, 2024 03:54 PM",Medical
"February 15, 2024 03:54 PM",BYU EMS responded to the Smith Field House to a report of an individual who injured their arm. The patient was transported by private vehicle to an Insta-Care for further medical treatment.
"February 15, 2024 03:54 PM",Fire Alarm
"February 15, 2024 03:54 PM",An officer responded to Taylor Hall on a fire alarm. No smoke or flames were present. The alarm was silenced and BYU electrical was notified so the alarm could be properly reset. The alarm was caused by someone activating a pull station inside the building.
"February 15, 2024 03:54 PM",.
"February 15, 2024 03:30 PM",Accident – Hit and Run
"February 15, 2024 03:30 PM","An officer responded to Lot 18 for a report of a delayed hit and run. The officer met with the complainant, who stated that their vehicle had been hit while it was parked and unoccupied in Lot 18.  The incident was documented, and the complainant was given a case number."
"February 15, 2024 03:30 PM",Traffic Offense
"February 15, 2024 03:30 PM",An officer responded to Lot 52 regarding a traffic offense. The officer arrived in the area but was unable to find a vehicle matching the description given.
"February 15, 2024 03:30 PM",Suspicious
"February 15, 2024 03:30 PM","BYU Police officers responded to Heritage Halls, building 5, on a delayed report of a suspicious male. The complainant stated that they observed a male, 20 to 30 minutes before reporting him, who was standing barefoot in the Heritage 05 lobby, and matched the description of a stalking suspect from a previous case. Two officers responded to the building and searched the area but could not locate him."
"February 15, 2024 03:30 PM",Family Problem
"February 15, 2024 03:30 PM","An officer responded to the Information Technology Building on a report of a family problem involving a juvenile. When the officer arrived, the officer met with the family and the juvenile. The officer transported the juvenile to a treatment facility without incident."
"February 15, 2024 03:30 PM",Harassment
"February 15, 2024 03:30 PM",A BYU officer responded by telephone to a report of electronic harassment. The case is under investigation.
"February 15, 2024 03:30 PM",Medical
"February 15, 2024 03:30 PM",BYU EMS and an officer responded to the Benson Building on a report of an individual feeling sick. The patient was transported to the Student Health Center urgent care.
"February 15, 2024 03:30 PM",Suspicious
"February 15, 2024 03:30 PM",Officers responded to HR 12 on a report of a suspicious male asking for help finding a female. It was reported that the suspicious male had entered the lobby of Heritage Halls Building 12. Officers located the male who was delivering packages for Walmart. The officer located the female who needed to sign for her delivered package.
"February 15, 2024 03:30 PM",Fraud
"February 15, 2024 03:30 PM",An officer responded to the Jesse Knight Building on a fraud report. The complainant reported being scammed out of money electronically. The case has been referred to Investigations for follow-up.
"February 15, 2024 03:30 PM",.
"February 15, 2024 02:43 PM",Agency Assist
"February 15, 2024 02:43 PM",Two BYU officers responded to the area of Lavell Edwards Stadium on an agency assist for Provo Police regarding a report of a potential kidnapping. The officers remained in the area for approximately 30 minutes but were unable to locate any suspects.
"February 15, 2024 02:43 PM",Y-Medical
"February 15, 2024 02:43 PM",First responders and BYU EMS responded to a medical incident that occurred at the Marriott Center during a sporting event. The patient was outside and had passed out. The patient was evaluated and transported via private vehicle to the hospital.
"February 15, 2024 02:43 PM",DUI
"February 15, 2024 02:43 PM","A police officer was traveling northbound on State Street in Provo when they observed a vehicle driving extremely slowly and swerving out of its lane of travel and into the bike lane twice. The officer initiated a traffic stop. Upon contact with the driver, the officer observed signs of impairment as well as the presence of the odor of alcohol. After performing standardized Field Sobriety Tests the driver of the vehicle was arrested for DUI and booked into Utah County Jail. The vehicle was impounded."
"February 15, 2024 02:43 PM",Suspicious
"February 15, 2024 02:43 PM",An officer was dispatched to the area of Wymount Terrace on a report of possible fireworks in the area. The officer contacted the individuals who were off campus and setting off fireworks to celebrate the Chinese New Year. Contact was made with the complainant to explain the noises they were hearing.
"February 15, 2024 02:43 PM",Suspicious
"February 15, 2024 02:43 PM",A police officer took a report of a suspicious male making unwanted contact with a female student. This case has been referred to the investigations division.
"February 15, 2024 02:43 PM",Medical
"February 15, 2024 02:43 PM","A police officer, Provo Paramedics, and BYU EMS responded to a residence in Wyview Park on a report of a baby having a medical emergency. When the officer responded, Provo Paramedics were on the scene assessing the patient. The patient was transported by paramedics to Utah Valley Hospital."
"February 15, 2024 02:43 PM",Found Property
"February 15, 2024 02:43 PM","A concerned student found a holstered handgun left in a restroom stall in the Tanner Building and reported it to their professor. An officer located the handgun, identified the owner, and took appropriate action."
"February 15, 2024 02:43 PM",.
"February 11, 2024 09:32 AM",SuspiciousAn officer responded to the McKay Building after an anonymous complainant reported seeing two individuals using a tool at the bike rack to unlock a bike. The complaint did not describe the suspects or their exact location. The officer observed high foot traffic between the buildings and the bike racks but found no suspicious activity.
"February 11, 2024 09:32 AM",MedicalBYU EMS and BYU Police responded to a medical report at the Harman Continuing Education Building. The patient had called complaining of a minor injury. BYU EMS evaluated and treated the patient before releasing them per their protocols. The injury had occurred at an earlier time off campus.
"February 11, 2024 09:32 AM","Welfare CheckAn officer responded to Lot 41 Helaman Halls to check on a student who reportedly was feeling suicidal a couple of weeks ago. The officers met with the student and their friend. Initially, the student did not want to talk to the officers. The friend said the student made a statement about wanting to harm themselves a couple of weeks ago, and the friend was concerned about them. The student said they did not have a plan to harm themselves."
"February 11, 2024 09:32 AM",The student agreed to answer the questions of an on-call BYU CAPS counselor. The CAPS counselor spoke with the student and afterward reported that they developed a safety plan and communicated it to the officers. The CAPS counselor and officers determined the student was not a harm to themselves or others at that time.
"February 11, 2024 09:32 AM","MedicalAn officer responded to the Nichols Building to assist Provo Fire with a medical call. When the officer arrived, they learned the patient was in the adjacent Benson Building. After directing Provo Fire to the patient's area, the officer learned that the patient was working in a lab on the fourth floor and was trying to move solvent from one container. Witnesses stated that the solvent splashed on the patient's face. Provo Fire said the substance could potentially cause second-degree burns, so they obtained consent from the patient and then transported them to Utah Valley Hospital. BYU Risk Management was informed of the incident and arrived on the scene."
"February 11, 2024 09:32 AM","Accident – Property DamageA BYU officer took a report of a minor traffic accident that occurred in Lot 50 between a BYU commercial truck and a personally owned vehicle in a parking lot. The BYU vehicle sustained no notable damage, and the other vehicle sustained minor cosmetic damage to the driver-side taillight. The officer provided both parties with a driver exchange form."
"February 08, 2024 05:03 PM","Fire AlarmAn officer responded to the Benson Building on a fire alarm. The officer walked to the lower level, where the alarm panel indicated the smoke was detected. The officer did not detect any smoke or fire and silenced the alarm."
"February 08, 2024 05:03 PM","MedicalAn officer responded to the WSC on a report of an individual who had fallen while roller-skating during an event, injuring their tailbone. BYU EMS responded and evaluated the patient. The patient opted to be transported to urgent care by a friend."
"February 08, 2024 05:03 PM",TheftAn officer responded to the theft of a purse from the third floor of the Tanner building. The victim left their purse on the floor while doing custodial work. An officer reviewed security surveillance cameras and found a suspect taking the purse within two minutes of being left and walking into a study room. The BYU police detectives are following up on the surveillance footage to identify the suspect.
"February 08, 2024 05:03 PM","MedicalAn officer responded to the Richards Building, where an individual was playing basketball and injured their shoulder. BYU EMS responded and treated the patient for a possible dislocated shoulder. Several friends of the individual gave them a ride to the Utah Valley Hospital Insta-care."
"February 08, 2024 05:03 PM",MedicalAn officer responded to the Richards Building for an individual who had potentially dislocated their shoulder while playing racquetball. BYU EMS responded and evaluated the patient. They opted to be transported to an urgent care center by their friend.
"February 08, 2024 01:34 PM","Agency AssistOfficers responded to Kiwanis Park to assist Provo Police with a possible disorderly individual damaging property. BYU officers arrived first in the area and located the individual. The individual immediately became more agitated, started to hit themselves, and aggressively approached the officers. For officer safety and the safety of the individual, the officers drew their Tasers. However, on further observation, the officers determined that the individual could be having a mental health crisis. A citizen approached the officers and stated that the individual was their adult son and that they were autistic and in crisis. Officers determined, along with Provo PD, that nothing criminal had occurred. Officers let the individual leave further into Kiwanis Park per the parents' request, who said they would de-escalate their adult son."
"February 08, 2024 01:34 PM","SuspiciousA complainant reported two people in a large pickup truck shining a light into other vehicles parked at the Y trailhead. The responding officer located the described truck and contacted the two occupants. The officer did not observe anything suspicious but advised the two of the complaint and asked them to refrain from using their lights in this manner, and the department received no other complaints."
"February 08, 2024 01:34 PM","Found PropertyAn officer took a report on found keys in the Talmadge Building. The officer took the keys and left them in the building care office, which serves as that building's lost and found."
"February 08, 2024 01:34 PM",Animal ProblemAn officer responded to Harmond Building for an injured deer. The officer found a deer severely injured after being hit by a car. The deer was lying in the bushes near the building. The officer put down the deer using their duty weapon. The officer notified the BYU Grounds Office to pick up and transport the deer.
"February 08, 2024 01:34 PM","SuspiciousAn officer responded to the LDS Philanthropies Building on a 15-minute delay of a suspicious individual in the lobby. The officer searched the building but did not find the individual. The officer met with the building manager, who pulled security camera footage and verified that the suspicious individual had left the building."
"February 07, 2024 10:39 AM",Hit & Run Accident:An officer took a hit-and-run accident report in lot 39. The complainant believed their vehicle was damaged while parked in the lot. No one left a note or any other information about the accident.
"February 07, 2024 10:39 AM","Attempt-to-Locate:The BYU Dispatch Center reported that a vehicle registered to an individual with a University Ban entered campus several times, passing the LPR System. Officers attempted to locate the vehicle on campus but did not find it."
"February 06, 2024 05:04 PM",Welfare CheckBYU Police took a report of a BYU student at Helaman Halls having suicidal ideations. The officer spoke with the student who said they had been suicidal earlier in the day but was now with their relative in Provo. The student said they were no longer having any suicidal ideations and were not planning to harm themselves. The officer gave the student several resources including the 988-suicide hotline number as well as CAPS contact information. BYU Police administration was notified about this incident.
